x,y
55.7909718157,69.9365934283
47.2282091405,14.7561070913
57.24687384510001,51.4617618588
70.8319847999,65.51990774069999
73.3670855496,91.5959640491
69.9744916206,94.9394275208
40.1049144627,9.586728559079999
46.306867761999996,63.0790021629
63.511890529700004,91.3188400408
61.3784207464,51.9097664689
24.436825953699998,4.28624078996
28.4162104994,5.46796845638
41.6293918156,52.1743334507
40.9624624616,7.50677488138
50.404808018199994,40.9862915909
28.064915354,20.6178017531
78.34574301239999,91.14427569850001
48.576498562,23.373489831
68.1415063219,57.0886856283
35.1771191716,21.2889005583
60.277198436000006,57.723872583
69.0733755677,77.2059289324
54.9438297151,32.941989407
41.8482124647,44.588309510100004
29.441699163000003,5.73279918759
34.3192687687,21.9333645175
54.6812364909,95.4787598334
50.83024716600001,32.553562636
36.4001855327,12.928772520699999
40.0448949588,34.973472985
67.6124652252,49.3027674007
45.9721509763,23.6637085192
57.8424149318,58.6383610501
51.616812481400004,64.531431227
38.3860154463,29.6439075432
82.46724168,95.65934864370001
22.8861602963,1.0
79.4263516761,99.0
55.807633571000004,79.0912662501
49.644759280699994,31.6975833729
28.7071929512,19.1777034365
45.690441006499995,56.615333415500004
49.935545239899994,38.8000604975
57.6524875514,67.6529109488
61.896029496800004,46.3373451262
48.4714332864,44.8087250029
64.8693862824,92.7846809099
48.528243582799995,38.7781932107
38.9816975616,56.6971386306
22.1525466166,1.87126319037
38.8887808577,32.8430633079
55.024720344799995,68.0577628337
62.6428692695,84.1675315407
54.987996806999995,81.897232613
67.0054190547,93.1570846804
50.3530481629,44.5909244275
46.43150615770001,35.5709442115
41.4966700091,33.2331654025
45.571870558,48.93801295
59.5518487262,43.0408745162
50.3666439178,48.99578954760001
59.5083922835,67.2231679587
48.7454943377,66.8406774566
50.5354363801,18.196486409600002
29.3169060269,6.35268465503
62.8086406129,93.993079221
85.057792881,79.4131993797
34.2946169945,7.0689862027100006
33.3845809961,11.7978607101
72.3038815182,94.7885696826
38.9496288838,9.81915009164
71.0085263017,81.0677514043
31.2028861704,1.0
44.658260858,19.3585031044
35.6248907864,26.414062770500003
59.341379739,63.81254934729999
60.2196498836,79.8285218722
58.7258632446,74.36306879680001
42.384564894200004,55.5576739181
64.9353102974,80.3475669854
49.5564587021,50.693786753199994
72.6187112418,81.4728024583
33.4052196482,22.998327939899998
48.68744147859999,38.553136122
43.376732301400004,49.8525614091
58.1384982868,73.75670223680001
66.8308084448,73.8965570812
41.836547671,26.0960551519
30.973726155700003,16.302014345699998
46.1230612646,33.8957370514
54.9207537753,55.9941341333
42.4719345739,22.316019143200002
31.734034952800002,26.19768637
59.6602530193,71.13892961180001
72.1304361508,92.9543761661
62.355406549499996,66.1313980943
29.8253702113,8.27481322951
52.8836434474,62.615927985
32.929141615700004,5.29019601905
41.4051061082,33.112689291500004
30.2919147933,1.15230198196
37.645123776300004,33.9215574513
84.99700899439999,97.7031353202
56.6641126118,65.8990861195
36.8220446576,13.4137085719
35.2743113947,12.166030454200001
32.2554489511,5.52690352418
36.9797980162,10.192580621
46.272942233900004,58.3243666633
26.78199215610001,9.575288657669999
52.473844867,61.1470483244
50.0637803421,52.393170954300004
71.0066775336,90.98744448299999
46.7681988706,58.092098919399994
46.760372539399995,52.9512114954
73.050688586,94.0099951388
55.4634109881,71.9748830508
54.887839614799994,75.8558634406
46.717505663699995,45.370820072700006
58.3415929169,87.3669552245
30.9406203488,3.6888546401199998
43.8773877152,16.599444321700002
41.0650238931,41.8974884321
47.3107900914,55.507281103400004
39.9409186214,19.1434218125
41.89231521,23.7448047171
39.445846226,31.900776522199997
55.7874243553,63.782837942
32.1116334639,23.9826531817
71.1990034259,97.40324237680001
34.1148246116,12.7431090357
60.5866656947,43.6553175251
23.7445872074,4.775131421369999
44.7348333109,27.9494448323
47.1306506663,34.9064780376
45.2032821055,79.0635740404
55.257017134099996,64.33410186489999
45.952998125600004,10.2682205525
43.2441938254,24.9094084083
31.2984223513,11.7268672901
59.46409954439999,87.6827026135
50.943802658100005,41.6379135031
31.7285047479,12.4903829997
32.6256151336,25.191434170900003
33.0878368521,23.003823149000002
49.3641894359,33.0434167997
46.673758166300004,48.60672486
27.6611771454,9.76520419268
71.3981547428,88.8044516258
68.56276543060001,92.6288756372
64.8599638706,87.81200839030001
38.213199827,16.1693927462
55.582735712899996,54.9490853685
58.411331229700004,62.328841349499996
61.307161386000004,94.6561113313
71.4795418906,90.7429785871
55.082201715699995,44.4810055496
39.8934894552,27.3647048509
26.1719216477,2.59869995461
49.697771833199994,58.4988236426
28.6623387823,15.8117338356
43.106491203599994,13.796717432000001
61.7024868621,75.12248906640001
62.833703560699995,69.5484952316
56.3679668225,58.999982387399996
58.9971750437,66.3263796115
66.5274944321,90.52017146860001
29.9904583508,12.748981569300001
48.7209699208,53.0936303982
40.796637824099996,21.4984485901
32.1245373531,9.16881861463
20.8972821989,1.55672804415
41.4522165411,37.0283675664
41.8600084666,34.8624241638
39.685046492800005,15.4768603651
38.6001587194,35.7542778685
60.5559326454,63.0295031488
47.5383959004,67.0709325903
55.8142239505,78.5678237321
36.9203337805,18.4859561884
60.1863753971,77.7969936739
30.2404507089,21.5324449299
55.6109417288,54.5998659039
56.257298509099996,43.4290597477
20.4729279912,10.3966047821
81.7244622612,78.1146527464
66.4013968042,87.8193348633
30.3877997107,40.1062668898
54.6982538508,61.9810042509
44.9836952823,36.480781235500004
44.857038241800005,77.053538836
70.2253366178,90.14971968299999
67.7787268413,82.42591759449999
46.248697956099996,65.462639425
54.188603246599996,76.7160391033
26.0473634346,4.55145937583
34.8166771041,35.6123450364
37.502923267,13.429353965599999
36.2540009944,20.0517872923
61.0486173962,63.1521513872
59.4209035713,50.0020296033
28.9489153525,14.593568769300001
51.715947193299996,67.32009076029999
35.1635061627,7.99358479475
43.9946570646,41.981270656599996
53.47430829859999,52.818262706800006
49.773499406400006,51.020732155
63.0720533077,66.53038916220001
52.5010444088,59.536338533
32.763764429,31.497341496199997
59.954511018699996,73.5826761062
40.9912807052,64.7623760379
44.703946573,18.925907375
41.4328780706,51.0319769334
77.471643704,91.8326445341
66.6007450964,71.9602230601
61.4140789033,75.3714524457
64.2987934542,86.53708414270002
37.4395175003,15.7044434331
51.85510199149999,63.303600305299994
24.9335221421,3.46001244414
54.6821344267,63.9153228262
62.2434387845,70.6083992107
52.3349883891,14.705772720999999
56.3679472613,46.395537922299994
66.803945776,66.1748679006
66.5360509146,89.2465806107
62.38128606229999,91.45259710959999
38.8538312261,6.76356023684
39.406283310999996,63.0623946578
60.89819091020001,92.5623698523
56.62292647979999,45.7571594797
29.8892499219,6.58005362491
32.0738634721,14.153173361199999
41.8251847374,55.4824261842
36.5054087766,10.1583095333
53.1207576225,44.3026622909
25.5507775105,20.7388200832
71.80519971359999,86.4814775815
46.24126930600001,20.522132186700002
71.7811928334,61.1889632284
32.3997881671,14.371686693900001
67.2542810388,65.60796880689999
73.1173865281,81.17906915180001
58.5481223323,38.8110033112
44.1040888097,53.1190517597
33.2811110226,12.055316516500001
32.6388495005,14.517140911199998
54.267778726,99.83956735780001
42.2532299599,24.9070402084
34.7631479916,11.782302561400002
36.7126557379,30.1412965999
74.2780204,59.1457798012
45.875986821400005,21.2935901672
65.8825274299,67.4254917282
59.408571564300004,74.0718570333
36.9961633817,30.018464014299997
76.360458386,89.4428072999
29.7532455837,3.3831738061900003
76.9137545243,93.5117462759
55.67869399510001,77.2130568796
41.7722531422,25.1190637512
27.4284354919,17.301558751199998
47.390758833199996,55.0957073772
52.744587949,44.724394731000004
63.369799707,69.8765380012
57.8921037446,43.4549078015
51.4648195016,46.1656865287
60.3103259212,93.7468247846
55.405406050699995,46.69509542
37.154158188400004,60.0937379901
26.724464453099998,4.42829464175
35.6449082971,31.4393232129
57.3638919209,75.9589794967
66.9698602814,86.1463865097
54.7999369653,78.2343750439
64.73003665579999,89.40953949790001
56.067482935600005,42.1332743252
37.8543879494,29.2860374154
36.6090288878,30.5739213437
49.943826148999996,48.5704114132
54.986179506000006,42.7800379869
49.3299344982,51.1400468911
64.8049315703,68.025548052
58.1189953269,74.79358606609999
47.8767910559,18.8551281024
34.4825499887,12.2917200025
62.2516201137,91.40872802450001
81.028199774,72.53857096
38.0835688653,9.04370934353
31.7523760116,14.1949435576
66.68504667149999,87.7892763952
35.77453456,10.7387967406
72.44799136430001,81.6972689607
35.411469545500005,9.66314824078
43.29339621760001,23.7688888235
37.5257019915,29.682821758299998
65.2802820152,68.08225691279999
69.92488046449999,83.2387053847
58.2316075851,74.7684144035
42.424182010500004,57.1447689952
66.70970075529999,86.26772026889999
46.766168213,50.922139871000006
74.0248646709,79.0417735273
27.262331612399997,18.2963375756
53.0600562461,44.71616676439999
48.006908225,49.5084048396
59.0516319048,74.1156533681
71.9780561091,82.8536317777
42.4845265532,24.5057754935
30.345679051399998,16.2682633547
41.1668213592,25.729167193000002
49.9426346305,52.2716948372
44.9644863501,22.187208665900002
26.373668624,20.677794128800002
59.7351278459,73.3419083703
64.9617222145,88.87824000350003
64.8210465863,68.0382164226
35.3645105444,10.9472193759
60.4077132408,72.4841458308
36.549139103099996,8.20967528844
35.6051194399,31.4946993312
35.0363432907,5.03570481684
38.7775178566,28.360634829200002
83.0185029285,92.741863979
63.98429952470001,68.833868945
34.198154758899996,12.275111337
37.4760023503,9.66236878702
36.3494739512,10.7070247734
39.272337585900004,7.39976821418
46.6969098075,56.0438056164
29.1646187186,16.784008846099994
47.9127737067,54.56980239470001
45.4824544815,53.3366442242
66.9676215516,86.2386481302
43.886970499600004,57.1986090508
43.1694293102,54.1161277453
64.1009321306,88.8947407213
59.6408587008,73.6158709307
53.697062348900005,79.3123095571
47.9398878807,50.0060410973
63.8407706096,89.702790829
36.4220612141,7.68834687415
36.6201372163,10.387724562999999
34.4744559265,32.4207510166
49.064363308199994,52.4747542989
34.1992764122,12.5228678511
42.1192249761,24.962238290100004
38.7057897369,28.2735231633
58.0006672129,74.8950434406
28.2206940517,18.3509584725
64.4982566115,93.1870322515
34.6273673627,12.124094380499999
56.494012901800005,44.834828781000006
33.8762471538,6.63183650855
41.689180565,24.607777976999998
41.259766204099996,25.8856913939
54.3162121966,78.5865437913
58.3661119474,74.50299676520001
40.8202472861,6.306919958559999
45.154460389300006,21.9388078827
33.779628494099995,12.9367976004
61.8715099267,91.5789804652
53.141940579899995,45.3335233244
